compound_id,label
ACT_0509,active
ACT_0510,active
ACT_0511,active
ACT_0512,active
ACT_0513,active
ACT_0514,active
ACT_0515,active
ACT_0516,active
ACT_0517,active
ACT_0518,active
ACT_0519,active
ACT_0520,active
ACT_0521,active
ACT_0522,active
ACT_0523,active
ACT_0524,active
ACT_0525,active
ACT_0526,active
ACT_0527,active
ACT_0528,active
ACT_0529,active
ACT_0530,active
ACT_0531,active
ACT_0532,active
ACT_0533,active
ACT_0534,active
ACT_0535,active
ACT_0536,active
ACT_0537,active
ACT_0538,active
ACT_0539,active
ACT_0540,active
ACT_0541,active
ACT_0542,active
ACT_0543,active
ACT_0544,active
ACT_0545,active
ACT_0546,active
ACT_0547,active
ACT_0548,active
ACT_0549,active
ACT_0550,active
ACT_0551,active
ACT_0552,active
ACT_0553,active
ACT_0554,active
ACT_0555,active
ACT_0556,active
ACT_0557,active
ACT_0558,active
ACT_0559,active
ACT_0560,active
ACT_0561,active
ACT_0562,active
ACT_0563,active
ACT_0564,active
ACT_0565,active
ACT_0566,active
ACT_0567,active
ACT_0568,active
ACT_0569,active
ACT_0570,active
ACT_0571,active
ACT_0572,active
ACT_0573,active
ACT_0574,active
ACT_0575,active
ACT_0576,active
ACT_0577,active
ACT_0578,active
ACT_0579,active
ACT_0580,active
ACT_0581,active
ACT_0582,active
ACT_0583,active
ACT_0584,active
ACT_0585,active
ACT_0586,active
ACT_0587,active
ACT_0588,active
ACT_0589,active
ACT_0590,active
ACT_0591,active
ACT_0592,active
ACT_0593,active
ACT_0594,active
ACT_0595,active
ACT_0596,active
ACT_0597,active
ACT_0598,active
ACT_0599,active
ACT_0600,active
ACT_0601,active
ACT_0602,active
ACT_0603,active
ACT_0604,active
ACT_0605,active
ACT_0606,active
ACT_0607,active
ACT_0608,active
ACT_0609,active
ACT_0610,active
ACT_0611,active
ACT_0612,active
ACT_0613,active
ACT_0614,active
ACT_0615,active
ACT_0616,active
ACT_0617,active
ACT_0618,active
ACT_0619,active
ACT_0620,active
ACT_0621,active
ACT_0622,active
ACT_0623,active
ACT_0624,active
ACT_0625,active
ACT_0626,active
ACT_0627,active
ACT_0628,active
ACT_0629,active
ACT_0630,active
ACT_0631,active
ACT_0632,active
ACT_0633,active
ACT_0634,active
ACT_0635,active
ACT_0636,active
ACT_0637,active
ACT_0638,active
ACT_0639,active
ACT_0640,active
ACT_0641,active
ACT_0642,active
ACT_0643,active
ACT_0644,active
ACT_0645,active
ACT_0646,active
ACT_0647,active
ACT_0648,active
ACT_0649,active
ACT_0650,active
ACT_0651,active
ACT_0652,active
ACT_0653,active
ACT_0654,active
ACT_0655,active
ACT_0656,active
ACT_0657,active
ACT_0658,active
ACT_0659,active
ACT_0660,active
ACT_0661,active
ACT_0662,active
ACT_0663,active
ACT_0664,active
ACT_0665,active
ACT_0666,active
ACT_0667,active
ACT_0668,active
ACT_0669,active
ACT_0670,active
ACT_0671,active
ACT_0672,active
ACT_0673,active
ACT_0674,active
ACT_0675,active
ACT_0676,active
ACT_0677,active
ACT_0678,active
ACT_0679,active
ACT_0680,active
ACT_0681,active
ACT_0682,active
ACT_0683,active
ACT_0684,active
ACT_0685,active
ACT_0686,active
ACT_0687,active
ACT_0688,active
ACT_0689,active
ACT_0690,active
ACT_0691,active
ACT_0692,active
ACT_0693,active
ACT_0694,active
ACT_0695,active
ACT_0696,active
ACT_0697,active
ACT_0698,active
ACT_0699,active
ACT_0700,active
ACT_0701,active
ACT_0702,active
ACT_0703,active
ACT_0704,active
ACT_0705,active
ACT_0706,active
ACT_0707,active
ACT_0708,active
ACT_0709,active
ACT_0710,active
ACT_0711,active
ACT_0712,active
ACT_0713,active
ACT_0714,active
ACT_0715,active
ACT_0716,active
ACT_0717,active
ACT_0718,active
ACT_0719,active
ACT_0720,active
ACT_0721,active
ACT_0722,active
ACT_0723,active
ACT_0724,active
ACT_0725,active
ACT_0726,active
ACT_0727,active
ACT_0728,active
ACT_0729,active
ACT_0730,active
ACT_0731,active
ACT_0732,active
ACT_0733,active
ACT_0734,active
ACT_0735,active
ACT_0736,active
ACT_0737,active
ACT_0738,active
ACT_0739,active
ACT_0740,active
ACT_0741,active
ACT_0742,active
ACT_0743,active
ACT_0744,active
ACT_0745,active
ACT_0746,active
ACT_0747,active
ACT_0748,active
ACT_0749,active
ACT_0750,active
ACT_0751,active
ACT_0752,active
ACT_0753,active
ACT_0754,active
ACT_0755,active
ACT_0756,active
ACT_0757,active
ACT_0758,active
ACT_0759,active
ACT_0760,active
ACT_0761,active
ACT_0762,active
ACT_0763,active
ACT_0764,active
ACT_0765,active
ACT_0766,active
ACT_0767,active
ACT_0768,active
ACT_0769,active
ACT_0770,active
ACT_0771,active
ACT_0772,active
ACT_0773,active
ACT_0774,active
ACT_0775,active
ACT_0776,active
ACT_0777,active
ACT_0778,active
ACT_0779,active
ACT_0780,active
ACT_0781,active
ACT_0782,active
ACT_0783,active
ACT_0784,active
ACT_0785,active
ACT_0786,active
ACT_0787,active
ACT_0788,active
ACT_0789,active
ACT_0790,active
ACT_0791,active
ACT_0792,active
ACT_0793,active
ACT_0794,active
ACT_0795,active
ACT_0796,active
ACT_0797,active
ACT_0798,active
ACT_0799,active
ACT_0800,active
ACT_0801,active
ACT_0802,active
ACT_0803,active
ACT_0804,active
ACT_0805,active
ACT_0806,active
ACT_0807,active
ACT_0808,active
ACT_0809,active
ACT_0810,active
ACT_0811,active
ACT_0812,active
ACT_0813,active
ACT_0814,active
ACT_0815,active
ACT_0816,active
ACT_0817,active
ACT_0818,active
ACT_0819,active
ACT_0820,active
ACT_0821,active
ACT_0822,active
ACT_0823,active
ACT_0824,active
ACT_0825,active
ACT_0826,active
ACT_0827,active
ACT_0828,active
ACT_0829,active
ACT_0830,active
ACT_0831,active
ACT_0832,active
ACT_0833,active
ACT_0834,active
ACT_0835,active
ACT_0836,active
ACT_0837,active
ACT_0838,active
ACT_0839,active
ACT_0840,active
ACT_0841,active
ACT_0842,active
ACT_0843,active
ACT_0844,active
ACT_0845,active
ACT_0846,active
ACT_0847,active
ACT_0848,active
ACT_0849,active
ACT_0850,active
ACT_0851,active
ACT_0852,active
ACT_0853,active
ACT_0854,active
ACT_0855,active
ACT_0856,active
ACT_0857,active
ACT_0858,active
ACT_0859,active
ACT_0860,active
ACT_0861,active
ACT_0862,active
ACT_0863,active
ACT_0864,active
ACT_0865,active
ACT_0866,active
ACT_0867,active
ACT_0868,active
ACT_0869,active
ACT_0870,active
ACT_0871,active
ACT_0872,active
ACT_0873,active
ACT_0874,active
ACT_0875,active
ACT_0876,active
ACT_0877,active
ACT_0878,active
ACT_0879,active
ACT_0880,active
ACT_0881,active
ACT_0882,active
ACT_0883,active
ACT_0884,active
ACT_0885,active
ACT_0886,active
ACT_0887,active
ACT_0888,active
ACT_0889,active
ACT_0890,active
ACT_0891,active
ACT_0892,active
ACT_0893,active
ACT_0894,active
ACT_0895,active
ACT_0896,active
ACT_0897,active
ACT_0898,active
ACT_0899,active
ACT_0900,active
ACT_0901,active
ACT_0902,active
ACT_0903,active
ACT_0904,active
ACT_0905,active
ACT_0906,active
ACT_0907,active
ACT_0908,active
ACT_0909,active
ACT_0910,active
ACT_0911,active
ACT_0912,active
ACT_0913,active
ACT_0914,active
ACT_0915,active
ACT_0916,active
ACT_0917,active
ACT_0918,active
ACT_0919,active
ACT_0920,active
ACT_0921,active
ACT_0922,active
ACT_0923,active
ACT_0924,active
ACT_0925,active
ACT_0926,active
ACT_0927,active
ACT_0928,active
ACT_0929,active
ACT_0930,active
ACT_0931,active
ACT_0932,active
ACT_0933,active
ACT_0934,active
ACT_0935,active
ACT_0936,active
ACT_0937,active
ACT_0938,active
ACT_0939,active
ACT_0940,active
ACT_0941,active
ACT_0942,active
ACT_0943,active
ACT_0944,active
ACT_0945,active
ACT_0946,active
ACT_0947,active
ACT_0948,active
ACT_0949,active
ACT_0950,active
ACT_0951,active
ACT_0952,active
ACT_0953,active
ACT_0954,active
ACT_0955,active
ACT_0956,active
ACT_0957,active
ACT_0958,active
ACT_0959,active
ACT_0960,active
ACT_0961,active
ACT_0962,active
ACT_0963,active
ACT_0964,active
ACT_0965,active
ACT_0966,active
ACT_0967,active
ACT_0968,active
ACT_0969,active
ACT_0970,active
ACT_0971,active
ACT_0972,active
ACT_0973,active
ACT_0974,active
ACT_0975,active
ACT_0976,active
ACT_0977,active
ACT_0978,active
ACT_0979,active
ACT_0980,active
ACT_0981,active
ACT_0982,active
ACT_0983,active
ACT_0984,active
ACT_0985,active
ACT_0986,active
ACT_0987,active
ACT_0988,active
ACT_0989,active
ACT_0990,active
ACT_0991,active
ACT_0992,active
ACT_0993,active
ACT_0994,active
ACT_0995,active
ACT_0996,active
ACT_0997,active
ACT_0998,active
ACT_0999,active
ACT_1000,active
DEC_00001,decoy
DEC_00002,decoy
DEC_00003,decoy
DEC_00004,decoy
DEC_00005,decoy
DEC_00006,decoy
DEC_00007,decoy
DEC_00008,decoy
DEC_00009,decoy
DEC_00010,decoy
DEC_00011,decoy
DEC_00012,decoy
DEC_00013,decoy
DEC_00014,decoy
DEC_00015,decoy
DEC_00016,decoy
DEC_00017,decoy
DEC_00018,decoy
DEC_00019,decoy
DEC_00020,decoy
DEC_00021,decoy
DEC_00022,decoy
DEC_00023,decoy
DEC_00024,decoy
DEC_00025,decoy
DEC_00026,decoy
DEC_00027,decoy
DEC_00028,decoy
DEC_00029,decoy
DEC_00030,decoy
DEC_00031,decoy
DEC_00032,decoy
DEC_00033,decoy
DEC_00034,decoy
DEC_00035,decoy
DEC_00036,decoy
DEC_00037,decoy
DEC_00038,decoy
DEC_00039,decoy
DEC_00040,decoy
DEC_00041,decoy
DEC_00042,decoy
DEC_00043,decoy
DEC_00044,decoy
DEC_00045,decoy
DEC_00046,decoy
DEC_00047,decoy
DEC_00048,decoy
DEC_00049,decoy
DEC_00050,decoy
DEC_00051,decoy
DEC_00052,decoy
DEC_00053,decoy
DEC_00054,decoy
DEC_00055,decoy
DEC_00056,decoy
DEC_00057,decoy
DEC_00058,decoy
DEC_00059,decoy
DEC_00060,decoy
DEC_00061,decoy
DEC_00062,decoy
DEC_00063,decoy
DEC_00064,decoy
DEC_00065,decoy
DEC_00066,decoy
DEC_00067,decoy
DEC_00068,decoy
DEC_00069,decoy
DEC_00070,decoy
DEC_00071,decoy
DEC_00072,decoy
DEC_00073,decoy
DEC_00074,decoy
DEC_00075,decoy
DEC_00076,decoy
DEC_00077,decoy
DEC_00078,decoy
DEC_00079,decoy
DEC_00080,decoy
DEC_00081,decoy
DEC_00082,decoy
DEC_00083,decoy
DEC_00084,decoy
DEC_00085,decoy
DEC_00086,decoy
DEC_00087,decoy
DEC_00088,decoy
DEC_00089,decoy
DEC_00090,decoy
DEC_00091,decoy
DEC_00092,decoy
DEC_00093,decoy
DEC_00094,decoy
DEC_00095,decoy
DEC_00096,decoy
DEC_00097,decoy
DEC_00098,decoy
DEC_00099,decoy
DEC_00100,decoy
DEC_00101,decoy
DEC_00102,decoy
DEC_00103,decoy
DEC_00104,decoy
DEC_00105,decoy
DEC_00106,decoy
DEC_00107,decoy
DEC_00108,decoy
DEC_00109,decoy
DEC_00110,decoy
DEC_00111,decoy
DEC_00112,decoy
DEC_00113,decoy
DEC_00114,decoy
DEC_00115,decoy
DEC_00116,decoy
DEC_00117,decoy
DEC_00118,decoy
DEC_00119,decoy
DEC_00120,decoy
DEC_00121,decoy
DEC_00122,decoy
DEC_00123,decoy
DEC_00124,decoy
DEC_00125,decoy
DEC_00126,decoy
DEC_00127,decoy
DEC_00128,decoy
DEC_00129,decoy
DEC_00130,decoy
DEC_00131,decoy
DEC_00132,decoy
DEC_00133,decoy
DEC_00134,decoy
DEC_00135,decoy
DEC_00136,decoy
DEC_00137,decoy
DEC_00138,decoy
DEC_00139,decoy
DEC_00140,decoy
DEC_00141,decoy
DEC_00142,decoy
DEC_00143,decoy
DEC_00144,decoy
DEC_00145,decoy
DEC_00146,decoy
DEC_00147,decoy
DEC_00148,decoy
DEC_00149,decoy
DEC_00150,decoy
DEC_00151,decoy
DEC_00152,decoy
DEC_00153,decoy
DEC_00154,decoy
DEC_00155,decoy
DEC_00156,decoy
DEC_00157,decoy
DEC_00158,decoy
DEC_00159,decoy
DEC_00160,decoy
DEC_00161,decoy
DEC_00162,decoy
DEC_00163,decoy
DEC_00164,decoy
DEC_00165,decoy
DEC_00166,decoy
DEC_00167,decoy
DEC_00168,decoy
DEC_00169,decoy
DEC_00170,decoy
DEC_00171,decoy
DEC_00172,decoy
DEC_00173,decoy
DEC_00174,decoy
DEC_00175,decoy
DEC_00176,decoy
DEC_00177,decoy
DEC_00178,decoy
DEC_00179,decoy
DEC_00180,decoy
DEC_00181,decoy
DEC_00182,decoy
DEC_00183,decoy
DEC_00184,decoy
DEC_00185,decoy
DEC_00186,decoy
DEC_00187,decoy
DEC_00188,decoy
DEC_00189,decoy
DEC_00190,decoy
DEC_00191,decoy
DEC_00192,decoy
DEC_00193,decoy
DEC_00194,decoy
DEC_00195,decoy
DEC_00196,decoy
DEC_00197,decoy
DEC_00198,decoy
DEC_00199,decoy
DEC_00200,decoy
DEC_00201,decoy
DEC_00202,decoy
DEC_00203,decoy
DEC_00204,decoy
DEC_00205,decoy
DEC_00206,decoy
DEC_00207,decoy
DEC_00208,decoy
DEC_00209,decoy
DEC_00210,decoy
DEC_00211,decoy
DEC_00212,decoy
DEC_00213,decoy
DEC_00214,decoy
DEC_00215,decoy
DEC_00216,decoy
DEC_00217,decoy
DEC_00218,decoy
DEC_00219,decoy
DEC_00220,decoy
DEC_00221,decoy
DEC_00222,decoy
DEC_00223,decoy
DEC_00224,decoy
DEC_00225,decoy
DEC_00226,decoy
DEC_00227,decoy
DEC_00228,decoy
DEC_00229,decoy
DEC_00230,decoy
DEC_00231,decoy
DEC_00232,decoy
DEC_00233,decoy
DEC_00234,decoy
DEC_00235,decoy
DEC_00236,decoy
DEC_00237,decoy
DEC_00238,decoy
DEC_00239,decoy
DEC_00240,decoy
DEC_00241,decoy
DEC_00242,decoy
DEC_00243,decoy
DEC_00244,decoy
DEC_00245,decoy
DEC_00246,decoy
DEC_00247,decoy
DEC_00248,decoy
DEC_00249,decoy
DEC_00250,decoy
DEC_00251,decoy
DEC_00252,decoy
DEC_00253,decoy
DEC_00254,decoy
DEC_00255,decoy
DEC_00256,decoy
DEC_00257,decoy
DEC_00258,decoy
DEC_00259,decoy
DEC_00260,decoy
DEC_00261,decoy
DEC_00262,decoy
DEC_00263,decoy
DEC_00264,decoy
DEC_00265,decoy
DEC_00266,decoy
DEC_00267,decoy
DEC_00268,decoy
DEC_00269,decoy
DEC_00270,decoy
DEC_00271,decoy
DEC_00272,decoy
DEC_00273,decoy
DEC_00274,decoy
DEC_00275,decoy
DEC_00276,decoy
DEC_00277,decoy
DEC_00278,decoy
DEC_00279,decoy
DEC_00280,decoy
DEC_00281,decoy
DEC_00282,decoy
DEC_00283,decoy
DEC_00284,decoy
DEC_00285,decoy
DEC_00286,decoy
DEC_00287,decoy
DEC_00288,decoy
DEC_00289,decoy
DEC_00290,decoy
DEC_00291,decoy
DEC_00292,decoy
DEC_00293,decoy
DEC_00294,decoy
DEC_00295,decoy
DEC_00296,decoy
DEC_00297,decoy
DEC_00298,decoy
DEC_00299,decoy
DEC_00300,decoy
DEC_00301,decoy
DEC_00302,decoy
DEC_00303,decoy
DEC_00304,decoy
DEC_00305,decoy
DEC_00306,decoy
DEC_00307,decoy
DEC_00308,decoy
DEC_00309,decoy
DEC_00310,decoy
DEC_00311,decoy
DEC_00312,decoy
DEC_00313,decoy
DEC_00314,decoy
DEC_00315,decoy
DEC_00316,decoy
DEC_00317,decoy
DEC_00318,decoy
DEC_00319,decoy
DEC_00320,decoy
DEC_00321,decoy
DEC_00322,decoy
DEC_00323,decoy
DEC_00324,decoy
DEC_00325,decoy
DEC_00326,decoy
DEC_00327,decoy
DEC_00328,decoy
DEC_00329,decoy
DEC_00330,decoy
DEC_00331,decoy
DEC_00332,decoy
DEC_00333,decoy
DEC_00334,decoy
DEC_00335,decoy
DEC_00336,decoy
DEC_00337,decoy
DEC_00338,decoy
DEC_00339,decoy
DEC_00340,decoy
DEC_00341,decoy
DEC_00342,decoy
DEC_00343,decoy
DEC_00344,decoy
DEC_00345,decoy
DEC_00346,decoy
DEC_00347,decoy
DEC_00348,decoy
DEC_00349,decoy
DEC_00350,decoy
DEC_00351,decoy
DEC_00352,decoy
DEC_00353,decoy
DEC_00354,decoy
DEC_00355,decoy
DEC_00356,decoy
DEC_00357,decoy
DEC_00358,decoy
DEC_00359,decoy
DEC_00360,decoy
DEC_00361,decoy
DEC_00362,decoy
DEC_00363,decoy
DEC_00364,decoy
DEC_00365,decoy
DEC_00366,decoy
DEC_00367,decoy
DEC_00368,decoy
DEC_00369,decoy
DEC_00370,decoy
DEC_00371,decoy
DEC_00372,decoy
DEC_00373,decoy
DEC_00374,decoy
DEC_00375,decoy
DEC_00376,decoy
DEC_00377,decoy
DEC_00378,decoy
DEC_00379,decoy
DEC_00380,decoy
DEC_00381,decoy
DEC_00382,decoy
DEC_00383,decoy
DEC_00384,decoy
DEC_00385,decoy
DEC_00386,decoy
DEC_00387,decoy
DEC_00388,decoy
DEC_00389,decoy
DEC_00390,decoy
DEC_00391,decoy
DEC_00392,decoy
DEC_00393,decoy
DEC_00394,decoy
DEC_00395,decoy
DEC_00396,decoy
DEC_00397,decoy
DEC_00398,decoy
DEC_00399,decoy
DEC_00400,decoy
DEC_00401,decoy
DEC_00402,decoy
DEC_00403,decoy
DEC_00404,decoy
DEC_00405,decoy
DEC_00406,decoy
DEC_00407,decoy
DEC_00408,decoy
DEC_00409,decoy
DEC_00410,decoy
DEC_00411,decoy
DEC_00412,decoy
DEC_00413,decoy
DEC_00414,decoy
DEC_00415,decoy
DEC_00416,decoy
DEC_00417,decoy
DEC_00418,decoy
DEC_00419,decoy
DEC_00420,decoy
DEC_00421,decoy
DEC_00422,decoy
DEC_00423,decoy
DEC_00424,decoy
DEC_00425,decoy
DEC_00426,decoy
DEC_00427,decoy
DEC_00428,decoy
DEC_00429,decoy
DEC_00430,decoy
DEC_00431,decoy
DEC_00432,decoy
DEC_00433,decoy
DEC_00434,decoy
DEC_00435,decoy
DEC_00436,decoy
DEC_00437,decoy
DEC_00438,decoy
DEC_00439,decoy
DEC_00440,decoy
DEC_00441,decoy
DEC_00442,decoy
DEC_00443,decoy
DEC_00444,decoy
DEC_00445,decoy
DEC_00446,decoy
DEC_00447,decoy
DEC_00448,decoy
DEC_00449,decoy
DEC_00450,decoy
DEC_00451,decoy
DEC_00452,decoy
DEC_00453,decoy
